text,category
"Embargos de declaração em habeas corpus. 2. Obscuridade, contradição ou omissão. Não ocorrência. 3. Caberá ao Juízo das Execuções, após a aplicação da Lei 11.343/2006, o reconhecimento da eventual ocorrência da prescrição. Súmula 611 do STF. 4. Embargos rejeitados.",EMBARGOS DE DECLARAÇÃO
"EMENTA: PENAL. DOSIMETRIA. CONCURSO ENTRE ATENUANTE E AGRAVANTE. ART. 67, CP. PREPONDERÂNCIA DA REINCIDÊNCIA SOBRE A CONFISSÂO ESPONTÂNEA. 1. A teor do disposto no art. 67 do Código Penal, a circunstância agravante da reincidência, como preponderante, prevalece sobre a confissão. Precedentes. 2. Ordem denegada.",HABEAS CORPUS
"HABEAS CORPUS – OBJETO. O habeas corpus é meio hábil a afastar ilegalidade a alcançar, direta ou indiretamente, a liberdade de ir e vir do cidadão. A viabilidade de concessão da ordem não ocorre quando há decisão precária e efêmera do Superior Tribunal de Justiça indeferindo liminar tendo em conta a necessidade de pronunciamento definitivo quanto a ato processual praticado na origem.",HABEAS CORPUS
"HABEAS CORPUS – PERDA DE OBJETO. Estando o habeas corpus voltado contra a prisão preventiva, o trânsito em julgado do título judicial condenatório prejudica-o.",HABEAS CORPUS
"HABEAS CORPUS – REVOGAÇÃO DE CUSTÓDIA PREVENTIVA – JULGAMENTO – ABSOLVIÇÃO. Uma vez ocorrida a absolvição do paciente, fica prejudicado o habeas no que contém pedido voltado à revogação da prisão preventiva.",HABEAS CORPUS
"E M E N T A: “HABEAS CORPUS” – SÚMULA 691/STF – INAPLICABILIDADE AO CASO – PRISÃO CAUTELAR DECRETADA COM APOIO NA GRAVIDADE OBJETIVA DO DELITO E NA POSSIBILIDADE DE INTERFERÊNCIA NA INSTRUÇÃO PROCESSUAL - ILEGITIMIDADE JURÍDICA DA PRISÃO CAUTELAR QUANDO DECRETADA, UNICAMENTE, COM SUPORTE EM JUÍZOS MERAMENTE CONJECTURAIS – INDISPENSABILIDADE DA VERIFICAÇÃO CONCRETA DE RAZÕES DE NECESSIDADE SUBJACENTES À UTILIZAÇÃO, PELO ESTADO, DESSA MEDIDA EXTRAORDINÁRIA – SITUAÇÃO EXCEPCIONAL NÃO VERIFICADA NA ESPÉCIE - INJUSTO CONSTRANGIMENTO CONFIGURADO – PEDIDO DEFERIDO.",HABEAS CORPUS
"EMENTA: Habeas Corpus. Execução Penal. Imposição de regime inicial para o cumprimento de pena mais gravoso que o previsto no art. 33, §2°, ‘c’, do CP. Necessidade de fundamentação. Inocorrência. Incidência da Súmula 719 desta Corte. Ordem parcialmente concedida. “A imposição do regime de cumprimento mais severo do que a pena aplicada permitir exige motivação idônea” (Súmula 719 desta Corte). Ordem parcialmente concedida para determinar a realização de nova fixação do regime inicial para o cumprimento da pena, mediante estrita obediência aos parâmetros previstos no art. 33 do Código Penal e na Súmula 719 desta Corte.",HABEAS CORPUS
"EMENTA: HABEAS CORPUS. DEFENSOR DATIVO. AGRAVO DE INSTRUMENTO NO SUPERIOR TRIBUNAL DE JUSTIÇA. INTIMAÇÃO PESSOAL. AUSÊNCIA DE PLAUSIBILIDADE JURÍDICA. ORDEM DENEGADA. 1. A petição inicial não descreve com coerência o constrangimento ilegal ao qual o Paciente estaria submetido, pois a presente ação não foi impetrada contra decisão colegiada proferida no Superior Tribunal de Justiça, mas sim monocrática. 2. Não há, na espécie, relação entre o ato coator, o pedido e a causa de pedir expostos na inicial do Impetrante, pois qualquer questionamento quanto à necessidade de intimação do defensor nomeado não implica a invalidade de acórdão inexistente. 3. Ordem denegada.",HABEAS CORPUS
"HABEAS CORPUS – PERDA DE OBJETO – PREJUÍZO. Uma vez alcançada na origem a providência buscada com a impetração, há o prejuízo desta.",HABEAS CORPUS
"EMENTA: AGRAVO REGIMENTAL EM HABEAS CORPUS. CONSTITUCIONAL. PROCESSUAL PENAL. CIRCUNSTÂNCIA ATENUANTE. SUPRESSÃO DE INSTÂNCIA. AUSÊNCIA DE IMPUGNAÇÃO ESPECÍFICA DA DECISÃO AGRAVADA. AGRAVO REGIMENTAL NÃO PROVIDO. 1. A jurisprudência do Supremo Tribunal Federal não admite seja conhecido o habeas corpus, por ser incabível o exame, per saltum, de fundamentos não apresentados e apreciados pelo órgão judiciário apontado como coator. 2. O Agravante tem o dever de impugnar, de forma específica, todos os fundamentos da decisão agravada, sob pena de não provimento do agravo regimental. 3. Agravo regimental não provido.",AGRAVO REGIMENTAL
"HABEAS CORPUS – PREJUÍZO. Chegando ao Tribunal o recurso ordinário interposto contra o acórdão atacado mediante o habeas corpus, dá-se o prejuízo deste.",HABEAS CORPUS
"EMENTA: HABEAS CORPUS. PENAL. APLICAÇÃO DA PENA. ALEGAÇÃO DE QUE A ATENUANTE DA MENORIDADE RELATIVA DEVERIA SER COMPENSADA COM A CAUSA DE AUMENTO DE PENA DO CONCURSO DE AGENTES: IMPROCEDÊNCIA. PRECEDENTES. ORDEM DENEGADA. 1. É firme a jurisprudência deste Supremo Tribunal Federal no sentido de ser inviável a compensação entre as circunstâncias atenuantes e as causas de aumento da pena, mormente quando a pena-base foi fixada no patamar mínimo cominado para o roubo qualificado pelo concurso de agentes. Precedentes. 2. Ordem denegada.",HABEAS CORPUS
"HABEAS CORPUS. DIREITO PROCESSUAL PENAL. PRODUÇÃO DE PROVAS. INDEFERIMENTO. POSSIBILIDADE. DECISÃO FUNDAMENTADA. NULIDADE. INEXISTÊNCIA. ORDEM DENEGADA. 1. É lícito ao juiz indeferir as provas consideradas desnecessárias ou inconvenientes. Todavia, uma vez adstrito ao princípio do livre convencimento motivado, o julgador deve fundamentar, de maneira objetiva, a decisão que indeferiu a produção da prova requerida. Foi o que ocorreu no caso sob exame. 2. Writ denegado.",HABEAS CORPUS
"EMBARGOS DECLARATÓRIOS – ESCLARECIMENTOS. Uma vez surgindo dúvidas quanto ao pronunciamento formalizado pela Turma, especialmente sob o ângulo formal, alusivo à ausência de intimação pessoal do defensor para a sessão de julgamento do recurso ordinário, impõe-se o acolhimento dos declaratórios, prestando-se esclarecimentos.",EMBARGOS DE DECLARAÇÃO
"EMENTA: HABEAS CORPUS. PROCESSUAL PENAL. QUESTÕES NÃO SUSCITADAS NAS INSTÂNCIAS ANTECEDENTES. INDEVIDA SUPRESSÃO DE INSTÂNCIA: IMPOSSIBILIDADE. ALEGAÇÃO DE NULIDADE DECORRENTE DA AUSÊNCIA DE INTIMAÇÃO PESSOAL DA DEFENSORIA PÚBLICA: IMPROCEDÊNCIA. HABEAS CORPUS DENEGADO. 1. Este Supremo Tribunal Federal não admite o conhecimento de habeas corpus com argumentos inéditos, não apresentados nas instâncias antecedentes. 2. Não se comprova nos autos a presença de constrangimento ilegal a ferir direito do Paciente nem ilegalidade ou abuso de poder a ensejar a concessão da ordem de habeas corpus pedida, pois a Defensoria Pública estadual foi pessoal e devidamente intimada da sessão na qual o recurso de apelação interposto pela defesa do Paciente foi julgado. 3. Habeas corpus denegado.",HABEAS CORPUS
"HABEAS CORPUS – JULGAMENTO POR TRIBUNAL SUPERIOR – IMPUGNAÇÃO. A teor do disposto no artigo 102, inciso II, alínea “a”, da Constituição Federal, contra decisão, proferida em processo revelador de habeas corpus, a implicar a não concessão da ordem, cabível é o recurso ordinário. Evolução quanto à admissibilidade do substitutivo do habeas corpus. PENA – REGIME DE CUMPRIMENTO – CONCESSÃO DA ORDEM DE OFÍCIO. Ante a passagem do tempo, impõe-se o implemento de ordem de ofício, a fim de que o Juízo da Vara de Execuções Criminais aprecie o direito do paciente-impetrante à progressão no regime de cumprimento da pena.",HABEAS CORPUS
"INTERROGATÓRIO – RESIDÊNCIA EM CIDADE DIVERSA – CARTA PRECATÓRIA. Estando revelado no processo que, ao ser citada, a acusada informou não ter condições para o deslocamento de uma cidade a outra, incumbe realizar o interrogatório mediante carta precatória, procedimento que, inclusive, fora adotado em outro processo.",RECURSO ORDINÁRIO
Habeas corpus. 2. Decisão de pronúncia. Alegada falta de fundamentação. Não ocorrência. 3. Ordem denegada.,HABEAS CORPUS
"HABEAS CORPUS – JULGAMENTO POR TRIBUNAL SUPERIOR – IMPUGNAÇÃO. A teor do disposto no artigo 102, inciso II, alínea “a”, da Constituição Federal, contra decisão, proferida em processo revelador de habeas corpus, a implicar a não concessão da ordem, cabível é o recurso ordinário. Evolução quanto à admissibilidade irrestrita do substitutivo do habeas corpus.",HABEAS CORPUS
"HABEAS CORPUS – PERDA DE OBJETO – PREJUÍZO. Uma vez ocorrida a perda de objeto do habeas corpus, impõe-se o reconhecimento do prejuízo, descabendo redirecioná-lo.",HABEAS CORPUS
"DESERÇÃO – REINCORPORAÇÃO AO SERVIÇO MILITAR – NOVA DESERÇÃO – PRESCRIÇÃO DO PRIMEIRO DELITO – CONSUMAÇÃO – INAPLICABILIDADE DO ARTIGO 132 DO CÓDIGO PENAL MILITAR. A regra contida no preceito alcança apenas o militar que permanece foragido, e não o reincorporado que venha a praticar nova deserção.",HABEAS CORPUS
"PROCESSO – RETENÇÃO. Implica o tipo do artigo 356 do Código Penal postura de profissional da advocacia que, atuando em causa própria, deixa de devolver o processo para procrastinar o normal andamento.",HABEAS CORPUS
"HABEAS CORPUS – PENA – CUMPRIMENTO – INADEQUAÇÃO. Uma vez cumprida a pena, tem-se como inadequada impetração, conforme revelado no Verbete nº 695 da Súmula do Supremo – “Não cabe habeas corpus quando já extinta a pena privativa de liberdade”.",HABEAS CORPUS
IMPETRAÇÃO – ATO ATACADO – DESCOMPASSO. Surge descompasso no que o ato atacado não versa a matéria veiculada na impetração.,HABEAS CORPUS
"HABEAS CORPUS – PREJUÍZO. Ante a perda de objeto, cumpre declarar o prejuízo da impetração.",HABEAS CORPUS
Habeas Corpus. 2. Pena-base acima do mínimo legal e regime inicial mais gravoso. Circunstância judicial desfavorável. Decisão fundamentada. 3. Ordem indeferida.,HABEAS CORPUS
"PENSÃO MILITAR – PENSIONISTA – MORTE – COMUNICAÇÃO – AUSÊNCIA – SAQUE DE DEPÓSITOS. Em se tratando de reconhecimento do estelionato, considerado o fato de terem sido sacados valores após a morte do pensionista, não a comunicando ao setor competente, há de considerar-se, para efeito de prescrição, a data do último depósito e saque respectivo.",HABEAS CORPUS
"Ementa: Habeas Corpus. Trancamento de ação penal. Alegação de violação ao princípio do ne bis in idem. Ausência de plausibilidade. Duplicidade de processos decorrentes de um mesmo fato. Possibilidade. Imputações distintas. Crimes de natureza comum e castrense. Competência absoluta. Ordem denegada. Um determinado acontecimento pode dar origem a mais de uma ação penal e em âmbitos jurisdicionais distintos e especializados. Improrrogabilidade e inderrogabilidade da competência absoluta. Precedentes. A conexão e a continência não constituem óbice à separação obrigatória de processos quando da ocorrência de concurso entre crime militar e crime comum, conforme dispõe o art. 79, I, CPP. Ordem denegada.",HABEAS CORPUS
"COMPETÊNCIA – HOMICÍDIO PRATICADO POR BRASILEIRO NO EXTERIOR – TRIBUNAL DO JÚRI ESTADUAL. O cometimento de crime por brasileiro no exterior, por si só, não atrai a competência da Justiça Federal, sendo neutra, para tal fim, a prática de atos preparatórios no território nacional.",HABEAS CORPUS
"EMBARGOS DECLARATÓRIOS – ESCLARECIMENTOS. Surgindo entendimento sobre a existência de contradição, os embargos declaratórios interpostos devem ser acolhidos, prestando-se esclarecimentos. Notícia, no relatório do acórdão proferido, a certo fato não o torna incontroverso, sendo neutro quanto à parte dispositiva do pronunciamento.",EMBARGOS DE DECLARAÇÃO
"RECURSO ORDINÁRIO CONSTITUCIONAL – SUBSTITUIÇÃO. Surge admissível o habeas corpus, ainda que substitutivo de recurso ordinário constitucional sempre que a liberdade de ir e vir do cidadão haja sido alcançada, quer ante expedição de mandado de prisão quer, com maior razão, quando cumprido este último. DENÚNCIA – RECEBIMENTO – REGÊNCIA. O recebimento da denúncia fica sujeito à legislação vigente à época.",HABEAS CORPUS
"DEFESA PRÉVIA – ARTIGO 396 DO CÓDIGO DE PROCESSO PENAL – CONTRADITÓRIO. Quando a inversão implica nulidade absoluta, descabe transportar para a fase prevista no artigo 396 do Código de Processo Penal a ordem alusiva às alegações finais. Apresentada defesa prévia em que são articuladas, até mesmo, preliminares, é cabível a audição do Estado-acusador, para haver definição quanto à sequência, ou não, da ação penal.",HABEAS CORPUS
"Habeas Corpus. 2. Tráfico ilícito de entorpecentes. Paciente condenado à pena de um ano e oito meses de reclusão. 3. Pedido de fixação de regime aberto para o início do cumprimento da pena. Possibilidade. Paciente que cumpre os requisitos previstos no art. 33, § 2º, “c”, do Código Penal. 4. Substituição da pena privativa de liberdade por restritiva de direitos. Possibilidade. Precedente do Plenário (HC n. 97.256/RS). 5. Necessidade de análise dos requisitos dispostos no art. 44 do CP. 6. Ordem deferida.",HABEAS CORPUS
"Habeas Corpus. 2. Tráfico ilícito de entorpecentes. Paciente condenado à pena de um ano e oito meses de reclusão. 3. Pedido de fixação de regime aberto para o início do cumprimento da pena. Possibilidade. Paciente que cumpre os requisitos previstos no art. 33, § 2º, “c”, do Código Penal. 4. Substituição da pena privativa de liberdade por restritiva de direitos. Possibilidade. Precedente do Plenário (HC n. 97.256/RS). 5. Necessidade de análise dos requisitos dispostos no art. 44 do CP. 6. Ordem deferida.",HABEAS CORPUS
"IMPEDIMENTO – ROL – NATUREZA. O rol dos impedimentos relativos aos magistrados é de direito estrito, não se podendo interpretá- lo, no que revela exceção, de forma elástica a ponto, até mesmo, de expungir o instituto da prevenção.",HABEAS CORPUS
"HABEAS CORPUS – LIBERDADE DE IR E VIR. Não estando em jogo a liberdade de ir e vir do paciente, impõe-se concluir pela inadequação do habeas corpus.",HABEAS CORPUS
DESERÇÃO – ASSUNÇÃO DE CARGO PÚBLICO. Não descaracteriza a deserção o fato de o militar vir a tomar posse em cargo público. Cumpre observar a tramitação regular do processo visando a dispensa ou o fenômeno da agregação.,HABEAS CORPUS
"HABEAS CORPUS – JULGAMENTO POR TRIBUNAL SUPERIOR – IMPUGNAÇÃO. A teor do disposto no artigo 102, inciso II, alínea “a”, da Constituição Federal, contra decisão, proferida em processo revelador de habeas corpus, a implicar a não concessão da ordem, cabível é o recurso ordinário. Evolução quanto à admissibilidade do substitutivo do habeas corpus. PRISÃO PROVISÓRIA – FUNDAMENTOS – INSUBSISTÊNCIA. Contraria o arcabouço normativo ato que implique prisão preventiva decorrente da gravidade do crime imputado ao paciente.",HABEAS CORPUS
"HABEAS CORPUS – PREFERÊNCIA. Cumpre imprimir preferência a processo revelador de habeas corpus. HABEAS CORPUS – DEMORA NA APRECIAÇÃO. É injustificável encontrar-se sem julgamento pelo Colegiado habeas corpus cujo processo está aparelhado, para tanto, há mais de dois anos. HABEAS CORPUS – TÍTULO JUDICIAL CONDENATÓRIO – SUSPENSÃO DOS EFEITOS. Ante quadro a encerrar verdadeira negativa de jurisdição na via da ação nobre que é o habeas corpus, cabe implementar, sob condição resolutiva, medida acauteladora, suspendendo-se os efeitos do título executivo judicial condenatório.",HABEAS CORPUS
Habeas corpus. 1. Prisão civil. Devedor de alimentos. 2. Inadimplemento involuntário e escusável. 3. Constrangimento ilegal caracterizado. Ordem concedida.,HABEAS CORPUS
"EMENTA: HABEAS CORPUS. CRIME CONTRA A ORDEM TRIBUTÁRIA. PRESCRIÇÃO E NULIDADE DA PERÍCIA CONTÁBIL. RECONHECIMENTO: INVIABILIDADE. DEFICIÊNCIA NA INSTRUÇÃO DO PEDIDO. ORDEM PARCIALMENTE CONHECIDA E, NESSA PARTE, DENEGADA. 1. Não há nos autos dados atualizados sobre o andamento da ação penal nem prova sobre a continuação do cumprimento da pena ou a reincidência, o que impede a análise da prescrição da pretensão punitiva. 2. Não há cerceamento de defesa pela ausência de exame pericial de toda a documentação constantes no processo-crime, notadamente quando a própria Defesa restringe o âmbito de cognição pericial ao exame de determinados documentos, não podendo ela valer-se de suposto prejuízo a que deu causa. 3. Habeas corpus conhecido em parte e, na parte conhecida, ordem denegada.",HABEAS CORPUS
"E M E N T A: “HABEAS CORPUS” - ALEGAÇÃO DE INSUFICIÊNCIA DE PROVAS PARA A CONDENAÇÃO PENAL DO PACIENTE - CONTROVÉRSIA QUE IMPLICA EXAME APROFUNDADO DE FATOS E CONFRONTO ANALÍTICO DE MATÉRIA ESSENCIALMENTE PROBATÓRIA – INVIABILIDADE NA VIA SUMARÍSSIMA DO “HABEAS CORPUS” – PRETENDIDA CONVERSÃO DA PENA PRIVATIVA DE LIBERDADE EM SANÇÕES RESTRITIVAS DE DIREITOS – NÃO PREENCHIMENTO DOS REQUISITOS LEGAIS (CP, ART. 44) - PEDIDO INDEFERIDO.",HABEAS CORPUS
"EMENTA: Habeas Corpus. Execução de pena privativa de liberdade. Cometimento de falta grave. Fuga. Regressão cautelar para regime prisional mais gravoso. Possibilidade. Inaplicabilidade da regra contida no § 2º do art. 118 da Lei nº 7.210/84. Precedentes. Procedimento administrativo disciplinar. Ocorrência. Ordem denegada. “A fuga do condenado justifica a regressão cautelar para o regime fechado, sendo certo que, por óbvio, se houve fuga não há como acenar com a oitiva prévia disposta no art. 118, § 2º da Lei de Execução Penal” (HC 84.112/RJ, rel. min. Ellen Gracie, DJ de 21.05.2004), a qual somente é exigida na hipótese de regressão definitiva. Ademais, constam dos autos informações acerca da regular realização de processo administrativo disciplinar destinado à apuração da falta grave e à regressão ao regime fechado para cumprimento da pena. Ordem denegada.",HABEAS CORPUS
"EMENTA: RECURSO ORDINÁRIO EM HABEAS CORPUS. ROUBO CIRCUNSTANCIADO. ALEGAÇÕES FINAIS. PEDIDO DE FIXAÇÃO DA PENA NO MÍNIMO LEGAL. NULIDADE DO PROCESSO. INOCORRÊNCIA. 1. Em sede de alegações finais, a falta de um pedido expresso de absolvição, mas de aplicação da pena no mínimo legal, não acarreta a automática anulação do processo. 2. O Supremo Tribunal Federal já decidiu que “a postulação no vazio da absolvição pode configurar temeridade tática da defesa, da qual será lícito ao defensor furtar-se, de modo a resguardar a credibilidade da pretensão de uma penalidade menos rigorosa” (RE 205.260, Rel. Min. Sepúlveda Pertence). 3. Incidência da Súmula 523/STF (“no processo penal, a falta de defesa constitui nulidade absoluta, mas a sua deficiência só o anulará se houver prova de prejuízo para o réu”). 4. Recurso ordinário em habeas corpus desprovido.",RECURSO ORDINÁRIO
"Habeas corpus. 2. Calúnia contra magistrado (art. 138, c/c 141, II, do CP) 3. Direito de retratação. 4. A declaração tardia, parcial, que atende exclusivamente ao interesse do paciente, não pode prevalecer, sob pena de privilegiar a mera invocação do art. 143 do CP ao próprio bem jurídico que se visa a tutelar com a norma penal. 5. Liminar revogada e ordem denegada.",HABEAS CORPUS
"Habeas Corpus. 2. Extinção da punibilidade. Prescrição da pretensão punitiva. Contagem do prazo pela metade (art. 115, CP). Impossibilidade. Idade atingida entre a prolação da sentença condenatória e o acórdão que a confirmou. 3. Constrangimento ilegal não caracterizado. 4. Ordem denegada.",HABEAS CORPUS
"HABEAS CORPUS – JULGAMENTO POR TRIBUNAL SUPERIOR – IMPUGNAÇÃO. A teor do disposto no artigo 102, inciso II, alínea “a”, da Constituição Federal, contra decisão, proferida em processo revelador de habeas corpus, a implicar a não concessão da ordem, cabível é o recurso ordinário. Evolução quanto à admissibilidade do substitutivo do habeas corpus.",HABEAS CORPUS
"HABEAS CORPUS – PERDA DE OBJETO – PREJUÍZO. Uma vez decorrido o período alusivo ao cerceio à liberdade de ir e vir, fica prejudicado o habeas corpus. Isso ocorre quando, no tocante à prisão relativa a alimentos, já foi implementado o prazo de trinta dias assinado para o fenômeno.",HABEAS CORPUS
"HABEAS CORPUS – PREFERÊNCIA. Deve-se imprimir preferência ao julgamento do habeas corpus, não cabendo, de início, a queima de etapas.",HABEAS CORPUS
"E : HABEAS CORPUS. PENAL. PROCESSUAL PENAL. MENTA TRÁFICO DE DROGAS. SENTENÇA ABSOLUTÓRIA. RÉU SOLTO. WRIT NÃO CONHECIDO. I – Em sentença prolatada em 28/11/2008, o ora paciente fora absolvido das imputações a ele atribuídas na ação penal que deu origem a este writ, encontrando-se solto desde então. II - Ou seja, na data em foi ajuizado este mandamus pela Defensoria Pública da União, o réu já se encontrava em liberdade há mais de dois anos – ao menos no que se refere aos fatos narrados nesta ação – razão pela qual essa impetração não merece ser conhecida. III – Habeas corpus não conhecido.",HABEAS CORPUS
"HABEAS CORPUS – PREJUÍZO. Uma vez extinta a pena imposta, ante o cumprimento das condições estabelecidas para a fruição do sursis, fica prejudicada a impetração.",HABEAS CORPUS
"HABEAS CORPUS – JULGAMENTO POR TRIBUNAL SUPERIOR – IMPUGNAÇÃO. A teor do disposto no artigo 102, inciso II, alínea “a”, da Constituição Federal, contra decisão, proferida em processo revelador de habeas corpus, a implicar a não concessão da ordem, cabível é o recurso ordinário. Evolução quanto à admissibilidade do substitutivo do habeas corpus. PRISÃO PREVENTIVA – IMPUTAÇÃO. A imputação não respalda a prisão preventiva do paciente, porquanto a ordem jurídica não a contempla. Concessão da ordem de ofício.",HABEAS CORPUS
"HABEAS CORPUS – DECISÃO JUDICIAL – AUSÊNCIA DE RECURSO – NEUTRALIDADE. A envergadura maior do habeas corpus revela neutro o fato de a defesa não haver interposto recurso contra o ato que sustente revelador de ilegalidade a alcançar a liberdade de ir e vir do cidadão. SENTENÇA DE PRONÚNCIA – FUNDAMENTOS – EXCESSO DE LINGUAGEM. A necessidade de a submissão do acusado ao Tribunal do Júri fazer-se mediante decisão interlocutória flexibiliza o instituto do excesso de linguagem. Não existe este último quando a sentença de pronúncia revela premissas capazes de conduzir à submissão do acusado ao Tribunal do Júri, inclusive presente qualificadora.",HABEAS CORPUS
"HABEAS CORPUS – JULGAMENTO POR TRIBUNAL SUPERIOR – IMPUGNAÇÃO. A teor do disposto no artigo 102, inciso II, alínea “a”, da Constituição Federal, contra decisão, proferida em processo revelador de habeas corpus, a implicar a não concessão da ordem, cabível é o recurso ordinário. Evolução quanto à admissibilidade do substitutivo do habeas corpus. PRISÃO PREVENTIVA – FUNDAMENTOS – INSUBSISTÊNCIA. Surgem insubsistentes os fundamentos da preventiva quando calcados na possibilidade de a acusada, por uso de documento falso e falsidade ideológica, deixar o país, mostrando-se despiciendo estar respondendo, ante prática delituosa, a outro processo.",HABEAS CORPUS
Habeas Corpus. 2. Alegada falta de fundamentação da pronúncia e inclusão das qualificadoras do motivo fútil e da impossibilidade de defesa da vítima pelo advento da surpresa. Não ocorrência. 3. Ordem denegada.,HABEAS CORPUS
"EMENTA: Habeas Corpus. Falta disciplinar grave. Reinício da contagem do prazo para a obtenção de progressão de regime. Consequência do art. 118 da Lei de Execuções Penais. Precedentes. Ordem denegada. O reinício da contagem do prazo para a progressão de regime, ocasionado pela prática de falta grave, é decorrência lógica, natural e necessária da regressão de regime determinada pelo art. 118, I, da Lei 7.210/84. Precedentes. Ordem denegada.",HABEAS CORPUS
"Habeas corpus. Execução penal. Progressão de regime prisional. Realização de exame criminológico. Decisão devidamente fundamentada. Reexame do cotejo fático-probatório. Inadmissibilidade. Precedentes. 1. Não configura constrangimento ilegal, a amparar pedido de habeas corpus, decisão que, de forma fundamentada, determina a realização de exame criminológico. 2. Concluir de forma contrária à decisão em que se entendeu que o paciente não teria atendido aos pressupostos subjetivos necessários à progressão demandaria o reexame do cotejo fático-probatório dos autos, inviável na via estreita do habeas corpus. 3. Ordem denegada.",HABEAS CORPUS
"ESTELIONATO – SEGURO-DESEMPREGO – INSIGNIFICÂNCIA. Descabe, em se tratando de bem protegido a partir do interesse público, como é o seguro-desemprego, cogitar da insignificância da prática delituosa presente o valor envolvido.",HABEAS CORPUS
"EMENTA: CONSTITUCIONAL. HABEAS CORPUS. JULGAMENTO CÉLERE – CF, ART. 5º, INC. LXXVIII. DEMORA NÃO RAZOÁVEL. CONSTRANGIMENTO ILEGAL CARACTERIZADO. 1. A Constituição Federal, em seu art. 5º, inc. LXXVIII, preceitua que “a todos, no âmbito judicial e administrativo, são assegurados a razoável duração do processo e os meios que garantam a celeridade de sua tramitação”. 2. In casu, o writ foi impetrado no STJ em 27/10/2010 e está concluso com parecer ministerial desde 30/11/2010, há mais de dois anos, impondo-se, por isso, acolher o argumento da não razoabilidade pela demora. 3. Ordem concedida para determinar ao Superior Tribunal de Justiça que apresente o feito em mesa na primeira sessão após a comunicação desta decisão.",HABEAS CORPUS
"AÇÃO PENAL – TRANCAMENTO – INADEQUAÇÃO. O trancamento da ação penal pressupõe ilegalidade manifesta, o que não ocorre quando os fatos narrados na denúncia consubstanciam crime e há indícios da autoria.",HABEAS CORPUS
"Habeas Corpus. 2. Tráfico de entorpecentes. 3. Pedido de aplicação da causa especial de diminuição de pena (Lei n. 11.343/2006, art. 33, § 4º) em patamar máximo. A quantidade e a qualidade de droga apreendida são circunstâncias que devem ser sopesadas na primeira fase de individualização da pena, nos termos do art. 42 da Lei 11.343/2006, sendo impróprio invocá-las por ocasião de escolha do fator de redução previsto no § 4º do art. 33, sob pena de bis in idem. 4. Ordem parcialmente deferida para determinar que se proceda a nova individualização da pena.",HABEAS CORPUS
"Recurso ordinário em habeas corpus. 2. Paciente preso provisoriamente pela prática dos delitos descritos no art. 33, caput, da Lei 11.343/2006 e no art. 12, caput, da 10.826/2003. Decisão judicial devidamente motivada em elementos concretos. 3. Constrangimento ilegal não caracterizado. 4. Recurso a que se nega provimento.",RECURSO ORDINÁRIO
"Recurso ordinário em habeas corpus. 2. Recorrente condenado à pena de 7 anos e 6 meses de reclusão, em regime inicial semiaberto, pela prática do crime previsto no art. 3º, II, da Lei 8.137/90. 3. Recurso em habeas corpus interposto por leigo que também impetrou o writ. Possibilidade. Precedentes. 4. Indeferimento de diligências na fase do art. 499 do CPP. Ausência de demonstração do efetivo prejuízo. Não ocorrência de cerceamento de defesa. Precedentes. 5. O tipo penal do art. 3º, II, da Lei 8.137/90 descreve crime de mão própria praticado por funcionário público, mas não exige que o servidor tenha a atribuição específica de lançamento tributário. Subsunção da conduta ao tipo penal imputado. 6. Recurso ao qual se nega provimento.",RECURSO ORDINÁRIO
Habeas corpus. 2. Desídia do patrono constituído. Não ocorrência. 3. Contradição na formação dos quesitos. Inexistência. 4. Falta de quesito obrigatório (participação de menor importância). Tese não debatida em plenário. 5. Constrangimento ilegal não caracterizado. 6. Ordem denegada.,HABEAS CORPUS
"HABEAS CORPUS. PROCESSUAL PENAL. FURTO. SUSPENSÃO CONDICIONAL DO PROCESSO. IMPOSIÇÃO DE PRESTAÇÃO DE SERVIÇOS OU DE PRESTAÇÃO PECUNIÁRIA. VALIDADE. Não é inconstitucional ou inválida a imposição, como condição para a suspensão condicional do processo, de prestação de serviços ou prestação pecuniária, desde que “adequadas ao fato e à situação pessoal do acusado” e fixadas em patamares distantes das penas decorrentes de eventual condenação. A imposição das condições previstas no § 2º do art. 89 da Lei 9.099/95 fica sujeita ao prudente arbítrio do juiz, não cabendo revisão em habeas corpus, salvo se manifestamente ilegais ou abusivas.",HABEAS CORPUS
"HABEAS CORPUS SUBSTITUTIVO DO RECURSO ORDINÁRIO CONSTITUCIONAL – LIBERDADE DE LOCOMOÇÃO ALCANÇADA NA VIA DIRETA – ADMISSIBILIDADE. Consoante a previsão do artigo 5º, inciso LXVIII, da Carta Federal, admissível é o habeas corpus substitutivo do recurso ordinário constitucional quando em jogo, na via direta, a liberdade de locomoção quer ante mandado de prisão a ser cumprido, quer considerado o implemento da custódia dele decorrente. PRISÃO PREVENTIVA – EXCESSO DE PRAZO. Uma vez verificado o excesso de prazo quanto à prisão provisória, impõe-se o deferimento da ordem.",HABEAS CORPUS
