ementa,acordao,entail
EMENTA: MANDADO DE SEGURANÇA. ADMINISTRATIVO. ATO DO CONSELHO NACIONAL DE JUSTIÇA. PROCEDIMENTO DE CONTROLE ADMINISTRATIVO. ALTERAÇÃO DO REGIMENTO INTERNO DO TRIBUNAL DE JUSTIÇA DO RIO DE JANEIRO. REGRA DE COMPETÊNCIA JURISDICIONAL. ALEGAÇÃO DE INCOMPETÊNCIA DO CNJ. SEGURANÇA CONCEDIDA.,"Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Segunda Turma, sob a Presidência do Ministro Teori Zavascki, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade, em conceder a ordem, nos termos do voto da Relatora. Não participou, justificadamente, deste julgamento, o Ministro Ricardo Lewandowski.",1
"Recurso ordinário em mandado de segurança. 2. Direito administrativo. 3. Processo administrativo-disciplinar. 4. Servidor punido com pena de suspensão. 5. Indeferimento de diligência probatória, motivadamente, não viola o contraditório e a ampla defesa. 6. É dispensável a intimação de acusado em PAD para interrogatório dos demais envolvidos, não se configurando, na espécie, cerceamento de defesa (art. 159, § 1º, Lei 8.112/90). 7. Ausência de intimação do acusado para interrogatório de testemunhas. Cerceamento de defesa configurado. 8. Reconhecimento da ausência de irregularidades na conduta do impetrante. Inexistência de dano ao erário 9. Condenação inadequada do recorrente. 10. Recurso provido para conceder a segurança e anular o ato administrativo que aplicou a penalidade de suspensão ao recorrente.","Vistos, relatados e discutidos estes autos, acordam os ministros do Supremo Tribunal Federal, em Segunda Turma, sob a presidência do Senhor Ministro Ayres Britto, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade de votos, prover o recurso ordinário para conceder a segurança, nos termos do voto do Relator. Brasília, 6 de março de 2012. Ministro GILMAR MENDES Relator Documento assinado digitalmente",1
EMENTA: RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA. RENOVAÇÃO DO CERTIFICADO DE ENTIDADE BENEFICENTE DE ASSISTÊNCIA SOCIAL - CEBAS. MANDADO DE SEGURANÇA PREVENTIVO. AUSÊNCIA DE JUSTO RECEIO. INADEQUAÇÃO DA VIA ELEITA. RECURSO ORDINÁRIO AO QUAL SE NEGA PROVIMENTO.,"Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Segunda Turma, sob a Presidência do Ministro Celso de Mello, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade, em negar provimento ao recurso ordinário, nos termos do voto da Relatora. Impedido o Ministro Teori Zavascki.",1
"EMENTA: RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA. ANISTIADO POLÍTICO. MILITAR REFORMADO. IMPETRAÇÃO DIRIGIDA CONTRA MINISTROS DA JUSTIÇA E DA DEFESA E O COMANDANTE DA MARINHA. SUPERIOR TRIBUNAL DE JUSTIÇA: ILEGITIMIDADE PASSIVA AD CAUSAM E DECADÊNCIA. RECURSO ORDINÁRIO. PRECEDENTES CITADOS INCOMPATÍVEIS COM A CAUSA EM EXAME, QUE CUIDA DO PEDIDO DE PROMOÇÃO PREVISTO NO ART. 6º DA LEI N. 10.559/2002. DECADÊNCIA DA IMPETRAÇÃO. RECURSO ORDINÁRIO AO QUAL SE NEGA PROVIMENTO.","Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Segunda Turma, sob a Presidência da Ministra Cármen Lúcia, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade, em negar provimento ao recurso ordinário, nos termos do voto da Relatora. Ausente, justificadamente, o Ministro Celso de Mello.",1
EMENTA: RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA. ADMINISTRATIVO. ANISTIA CONCEDIDA COM BASE NA LEI N. 8.878/1994. ANULAÇÃO. PORTARIA INTERMINISTERIAL N. 325/2002. ART. 54 DA LEI N. 9.784/1999. PRAZO DECADENCIAL COMPUTADO A PARTIR DA VIGÊNCIA DA NORMA. PRECEDENTES. DECADÊNCIA ADMINISTRATIVA NÃO CONFIGURADA. RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA AO QUAL SE NEGA PROVIMENTO.,"Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Segunda Turma, sob a Presidência do Ministro Ricardo Lewandowski, na conformidade da ata de julgamento e das notas taquigráficas, à unanimidade, em negar provimento ao recurso ordinário em mandado de segurança, nos termos do voto da Relatora. Ausente, licenciado, o Ministro Joaquim Barbosa.",1
"DO VALLE ADV.(A/S) :SEBASTIÃO BOTTO DE BARROS TOJAL E OUTRO(A/S) RECDO.(A/S) :UNIÃO ADV.(A/S) :ADVOGADO-GERAL DA UNIÃO EMENTA: PREVIDENCIÁRIO. MILITAR INATIVO. CONTRIBUIÇÃO DE 1,5%. MEDIDAS PROVISÓRIAS NS. 2.188/2001 E 2.215/2001. IMPOSSIBILIDADE DE CANCELAMENTO DE DESCONTOS. PRAZO PARA MANIFESTAÇÃO DE VONTADE. RECURSO AO QUAL SE NEGA PROVIMENTO.","Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Segunda Turma, sob a Presidência da Ministra Cármen Lúcia, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade, em negar provimento ao recurso ordinário, nos termos do voto da Relatora. Não participou, justificadamente, deste julgamento, o Ministro Gilmar Mendes.",1
"NATURALIZAÇÃO – REVISÃO DE ATO – COMPETÊNCIA. Conforme revela o inciso I do § 4º do artigo 12 da Constituição Federal, o Ministro de Estado da Justiça não tem competência para rever ato de naturalização.","Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal em prover o recurso ordinário em mandado de segurança, nos termos do voto do Ministro Marco Aurélio, em sessão presidida pelo Ministro Joaquim Barbosa, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",1
EMENTA: RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA. COMPROVAÇÃO DE CONDIÇÃO DE ENTIDADE BENEFICENTE DE ASSISTÊNCIA SOCIAL. IMUNIDADE DA CONTRIBUIÇÃO PREVIDENCIÁRIA. MESMA DISCUSSÃO EM AÇÃO DE RITO COMUM: LITISPENDÊNCIA. REGULARIDADE E APLICABILIDADE DO PERCENTUAL DE 20% DA RECEITA BRUTA EM GRATUIDADE. IMPOSSIBILIDADE DE DILAÇÃO PROBATÓRIA EM MANDADO DE SEGURANÇA. PRECEDENTES. RECURSO AO QUAL SE NEGA PROVIMENTO.,"Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Segunda Turma, sob a Presidência da Ministra Cármen Lúcia, na conformidade da ata de julgamento e das notas taquigráficas, à unanimidade, em negar provimento ao recurso ordinário em mandado de segurança, nos termos do voto da Relatora. Ausente, justificadamente, neste julgamento, o Ministro Celso de Mello.",1
EMENTA: RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA. MATÉRIA ELEITORAL. CONTROVÉRSIA SOBRE O NÚMERO DE VAGAS DE VEREADORES NO MUNICÍPIO DE IPATINGA/MG. PEDIDO DE DESISTÊNCIA DE RECURSO ESPECIAL ELEITORAL. HOMOLOGAÇÃO QUESTIONADA POR TERCEIRO QUE NÃO INTEGROU A RELAÇÃO PROCESSUAL ORIGINÁRIA. PREJUÍZO NÃO DEMONSTRADO. AUSÊNCIA DE TERATOLOGIA OU ILEGALIDADE. RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA A QUE SE NEGA PROVIMENTO.,"Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Sessão Plenária, sob a Presidência do Ministro Cezar Peluso, na conformidade da ata de julgamento e das notas taquigráficas, à unanimidade, em negar provimento ao recurso ordinário em mandado de segurança, nos termos do voto da Relatora. Ausentes, licenciado, o Ministro Joaquim Barbosa e, neste julgamento, os Ministros Celso de Mello e Gilmar Mendes.",1
"PROCESSO – SANEAMENTO – OPORTUNIDADE. Enquanto estiver em sede ordinária, ainda que recursal, é possível o saneamento do processo. INTERESSE DE AGIR – ANÁLISE. Cabe atuar de ofício presente definição sobre o interesse de agir. MANDADO DE SEGURANÇA – LITISCONSORTE PASSIVO NECESSÁRIO. Terceiros cujos interesses possam ser alcançados por decisão no mandado de segurança surgem como litisconsortes passivos necessários.","Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em anular o processo, de ofício, e determinar a citação de todos os litisconsortes necessários, nos termos do voto do relator e por maioria, em sessão presidida pelo Ministro Dias Toffoli, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",1
EMENTA: RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA. ADMINISTRATIVO. CONCURSO PÚBLICO. 1. DECADÊNCIA. 2. CANDIDATO APROVADO ALÉM DO NÚMERO DE VAGAS PREVISTOS EM EDITAL. AUSÊNCIA DE DIREITO SUBJETIVO À NOMEAÇÃO. 3. DISCUSSÃO SOBRE O PRAZO DE VALIDADE E SOBRE A PRORROGAÇÃO DO CONCURSO. DISCRICIONARIEDADE ADMINISTRATIVA. 4. NÃO OCORÊNCIA DE ILEGALIDADE OU DE ABUSIVIDADE DO ATO ADMINISTRATIVO. IMPOSSIBILIDADE DE EXAME PELO PODER JUDICIÁRIO. PRECEDENTES. RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA AO QUAL SE NEGA PROVIMENTO.,"Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Segunda Turma, sob a Presidência do Ministro Ricardo Lewandowski, na conformidade da ata de julgamento e das notas taquigráficas, à unanimidade, em negar provimento ao recurso ordinário em mandado de segurança, nos termos do voto da Relatora. Ausentes, justificadamente, os Ministros Celso de Mello e Joaquim Barbosa.",1
EMENTA: RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA. ADMINISTRATIVO. ATO DO MINISTRO DE ESTADO DA JUSTIÇA. POLICIAL RODOVIÁRIO FEDERAL. CASSAÇÃO DA APOSENTADORIA. PROCESSO ADMINISTRATIVO. INSTAURAÇÃO A PARTIR DO RESULTADO DE SINDICÂNCIA QUE APUROU FATOS NARRADOS EM DENÚNCIA ANÔNIMA. ALEGAÇÃO DE CONTRARIEDADE AO ART. 134 DA LEI N. 8.112/1990; OFENSA AO CONTRADITÓRIO E À AMPLA DEFESA. NÃO OCORRÊNCIA. ALEGADA NULIDADE DO PROCESSO E DA PENA APLICADA. INEXISTÊNCIA. RECURSO AO QUAL SE NEGA PROVIMENTO.,"Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Segunda Turma, sob a Presidência do Ministro Ricardo Lewandowski, na conformidade da ata de julgamento e das notas taquigráficas, à unanimidade, em negar provimento ao recurso ordinário em mandado de segurança, nos termos do voto da Relatora. Ausente, licenciado, o Ministro Joaquim Barbosa.",1
"ANISTIA – SERVIÇO PÚBLICO – RETORNO – REGIME. O retorno do servidor à Administração Pública, à prestação de serviços, faz-se observada a situação jurídica originária, descabendo transmudar o regime da Consolidação das Leis do Trabalho em especial – inteligência das Leis nº 8.878/94 e 8.212/90.","Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em conhecer e desprover o recurso ordinário em mandado de segurança, nos termos do voto do relator e por unanimidade, em sessão presidida pela Ministra Rosa Weber, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",1
EMENTA: RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA. ADMINISTRATIVO. PROCESSO ADMINISTRATIVO DISCIPLINAR: DEMISSÃO. PRESCRIÇÃO DA PRETENSÃO PUNITIVA: NÃO OCORRÊNCIA. IMPOSSIBILIDADE DE DILAÇÃO PROBATÓRIA. PRECEDENTES. RECURSO AO QUAL SE NEGA PROVIMENTO.,"Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Segunda Turma, sob a Presidência do Ministro Ricardo Lewandowski, na conformidade da ata de julgamento e das notas taquigráficas, à unanimidade, em negar provimento ao recurso em mandado de segurança, nos termos do voto da Relatora. Ausentes, justificadamente, deste julgamento, os Ministros Celso de Mello e Joaquim Barbosa.",1
"EMENTA: RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA. ADMINISTRATIVO. DEMISSÃO DE SERVIDOR PÚBLICO. AUSÊNCIA DE IMPUGNAÇÃO DOS FUNDAMENTOS DA DECISÃO RECORRIDA. MERA REPETIÇÃO DOS ARGUMENTOS DO MANDADO DE SEGURANÇA DENEGADO EM INSTÂNCIA PRÓPRIA. DESCUMPRIMENTO DE DEVER RECURSAL. INFRAÇÃO DISCIPLINAR CAPITULADA COMO CRIME. HOMICÍDIO E OCULTAÇÃO DE CADÁVER. PRESCRIÇÃO DA PRETENSÃO PUNITIVA DISCIPLINAR. PRAZO FIXADO A PARTIR DA LEI PENAL (ART. 142, § 2º, DA LEI N. 8.112/1990). NÃO OCORRÊNCIA DE BIS IN IDEM. RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA AO QUAL SE NEGA PROVIMENTO.","Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Segunda Turma, sob a Presidência do Ministro Ricardo Lewandowski, na conformidade da ata de julgamento e das notas taquigráficas, à unanimidade, em negar provimento ao recurso em mandado de segurança, nos termos do voto da Relatora. Ausentes, justificadamente, deste julgamento, os Ministros Celso de Mello e Joaquim Barbosa.",1
"ADVOCACIA-GERAL DA UNIÃO – ASSESSORAMENTO JURÍDICO – EXECUTIVO. Consoante dispõe o artigo 131 da Constituição Federal, a Advocacia-Geral da União exerce a assessoria jurídica ao Poder Executivo. ANISTIA – REVISÃO. Portaria geral concernente à revisão de anistias não gera, por si só, o direito de anistiado à impugnação – considerações.","Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em negar provimento ao recurso ordinário em mandado de segurança, nos termos do voto do relator e por unanimidade, em sessão presidida pelo Ministro Dias Toffoli, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",1
"CONCURSO PÚBLICO – MANDADO DE SEGURANÇA – LIMINAR – ORDEM INDEFERIDA – FATO CONSUMADO – IRRELEVÂNCIA. O indeferimento de ordem, em mandado de segurança, revogada a liminar, implica condição resolutiva considerada nomeação, não cabendo potencializar fato que foi consumado sob o ângulo precário e efêmero.","Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em desprover o recurso ordinário em mandado de segurança, nos termos do voto do Ministro Marco Aurélio e por maioria, em sessão presidida pela Ministra Rosa Weber, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",1
EMENTA: RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA. ADMINISTRATIVO. DEMISSÃO DE SERVIDOR PÚBLICO. AUSÊNCIA DE IMPUGNAÇÃO DOS FUNDAMENTOS DA DECISÃO RECORRIDA. MERA REPETIÇÃO DOS ARGUMENTOS DO MANDADO DE SEGURANÇA DENEGADO EM INSTÂNCIA PRÓPRIA. DESCUMPRIMENTO DE DEVER RECURSAL. RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA AO QUAL SE NEGA PROVIMENTO.,"Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Segunda Turma, sob a Presidência do Ministro Ricardo Lewandowski, na conformidade da ata de julgamento e das notas taquigráficas, à unanimidade, em negar provimento ao recurso ordinário em mandado de segurança, nos termos do voto da Relatora. Impedido o Ministro Teori Zavascki. Ausente, justificadamente, o Ministro Celso de Mello.",1
"ANISTIA POLÍTICA – PROCESSO ANULATÓRIO ESPECÍFICO – INSTAURAÇÃO. Caracteriza ato lesivo a direito, capaz de, por si só, viabilizar impugnação pela via mandamental, a instauração de processo específico de anulação de anistia.","Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em prover o recurso ordinário, nos termos do voto do relator e por maioria, em sessão presidida pelo Ministro Marco Aurélio, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",1
"EMENTA: RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA. SERVIDOR DO MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO. REENQUADRAMENTO. HOMOLOGAÇÃO PELO MINISTRO DO PLANEJAMENTO, ORÇAMENTO E GESTÃO. AUSÊNCIA. NECESSIDADE DE DILAÇÃO PROBATÓRIA. INVIABILIDADE. REVISÃO DE ATO ADMINISTRATIVO. DECADÊNCIA. ATO NÃO APERFEIÇOADO. INAPLICABILIDADE DO ART. 54 DA LEI N. 9.784/1999. RECURSO ORDINÁRIO AO QUAL SE NEGA PROVIMENTO.","Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Segunda Turma, sob a Presidência do Ministro Teori Zavascki, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade, em negar provimento ao recurso ordinário, nos termos do voto da Relatora. Não participaram, justificadamente, deste julgamento, os Ministros Gilmar Mendes e Ricardo Lewandowski.",1
"EMENTA: RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA. ADMINISTRATIVO. DEMISSÃO DE SERVIDOR PÚBLICO. PRESCRIÇÃO DA PRETENSÃO PUNITIVA NÃO CONFIGURADA. INFRAÇÕES DISCIPLINARES CAPITULADAS COMO CRIME. PRAZO FIXADO A PARTIR DA LEI PENAL (ART. 142, § 2º, DA LEI N. 8.112/1990). PORTARIA DE INSTAURAÇÃO DE PROCESSO ADMINISTRATIVO. DESNECESSIDADE DE DESCRIÇÃO PORMENORIZADA DAS IRREGULARIDADES EM APURAÇÃO. INDIVIDUALIZAÇÃO DAS CONDUTAS PARA APLICAÇÃO DA PENA. RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA AO QUAL SE NEGA PROVIMENTO.","Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Segunda Turma, sob a Presidência da Ministra Cármen Lúcia, na conformidade da ata de julgamento e das notas taquigráficas, à unanimidade, em negar provimento ao recurso ordinário em mandado de segurança, nos termos do voto da Relatora. Ausente, justificadamente, neste julgamento, o Ministro Celso de Mello.",1
"INTERROGATÓRIO – RESIDÊNCIA EM CIDADE DIVERSA – CARTA PRECATÓRIA. Estando revelado no processo que, ao ser citada, a acusada informou não ter condições para o deslocamento de uma cidade a outra, incumbe realizar o interrogatório mediante carta precatória, procedimento que, inclusive, fora adotado em outro processo.","Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em dar provimento ao recurso ordinário em habeas corpus, nos termos do voto do relator e por unanimidade, em sessão presidida pelo Ministro Dias Toffoli, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",1
"EMENTA: RECURSO ORDINÁRIO EM HABEAS CORPUS. ROUBO CIRCUNSTANCIADO. ALEGAÇÕES FINAIS. PEDIDO DE FIXAÇÃO DA PENA NO MÍNIMO LEGAL. NULIDADE DO PROCESSO. INOCORRÊNCIA. 1. Em sede de alegações finais, a falta de um pedido expresso de absolvição, mas de aplicação da pena no mínimo legal, não acarreta a automática anulação do processo. 2. O Supremo Tribunal Federal já decidiu que “a postulação no vazio da absolvição pode configurar temeridade tática da defesa, da qual será lícito ao defensor furtar-se, de modo a resguardar a credibilidade da pretensão de uma penalidade menos rigorosa” (RE 205.260, Rel. Min. Sepúlveda Pertence). 3. Incidência da Súmula 523/STF (“no processo penal, a falta de defesa constitui nulidade absoluta, mas a sua deficiência só o anulará se houver prova de prejuízo para o réu”). 4. Recurso ordinário em habeas corpus desprovido.","Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal, sob a Presidência do Ministro Dias Toffoli, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade de votos, em negar provimento ao recurso ordinário em habeas corpus, nos termos do voto do Relator. Ausente, justificadamente, o Ministro Marco Aurélio, Presidente. Brasília, 11 de março de 2014.",1
"Recurso ordinário em habeas corpus. 2. Paciente preso provisoriamente pela prática dos delitos descritos no art. 33, caput, da Lei 11.343/2006 e no art. 12, caput, da 10.826/2003. Decisão judicial devidamente motivada em elementos concretos. 3. Constrangimento ilegal não caracterizado. 4. Recurso a que se nega provimento.","Vistos, relatados e discutidos estes autos, acordam os ministros do Supremo Tribunal Federal, em Segunda Turma, sob a presidência do Senhor Ministro Ricardo Lewandowski, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade de votos, negar provimento ao recurso ordinário, nos termos do voto do Relator. Brasília, 15 de maio de 2012.",1
"Recurso ordinário em habeas corpus. 2. Recorrente condenado à pena de 7 anos e 6 meses de reclusão, em regime inicial semiaberto, pela prática do crime previsto no art. 3º, II, da Lei 8.137/90. 3. Recurso em habeas corpus interposto por leigo que também impetrou o writ. Possibilidade. Precedentes. 4. Indeferimento de diligências na fase do art. 499 do CPP. Ausência de demonstração do efetivo prejuízo. Não ocorrência de cerceamento de defesa. Precedentes. 5. O tipo penal do art. 3º, II, da Lei 8.137/90 descreve crime de mão própria praticado por funcionário público, mas não exige que o servidor tenha a atribuição específica de lançamento tributário. Subsunção da conduta ao tipo penal imputado. 6. Recurso ao qual se nega provimento.","Vistos, relatados e discutidos estes autos, acordam os ministros do Supremo Tribunal Federal, em Segunda Turma, sob a presidência do Senhor Ministro Celso de Mello, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade de votos, negar provimento ao recurso ordinário, nos termos do voto do Relator.",1
Recurso ordinário em habeas corpus. 2. Detração. Art. 42 do CP. 3. Prisão cautelar em período anterior à data do cometimento dos crimes pelos quais o sentenciado hoje cumpre pena. 4. Inviabilidade do pedido. 5. Recurso a que se nega provimento.,"Vistos, relatados e discutidos estes autos, acordam os ministros do Supremo Tribunal Federal, em Segunda Turma, sob a presidência do Senhor Ministro Ricardo Lewandowski, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade de votos, negar provimento ao recurso ordinário, nos termos do voto do Relator. Brasília, 21 de agosto de 2012.",1
"Recurso ordinário em habeas corpus. 2. Alegada ausência de conjunto probatório para embasar a condenação do recorrente pela prática do delito tipificado no art. 157, caput, do CP. Não ocorrência. Elementos concretos que evidenciam a autoria e a materialidade do crime. 3. Constrangimento ilegal não caracterizado. 4. Recurso a que se nega provimento.","Vistos, relatados e discutidos estes autos, acordam os ministros do Supremo Tribunal Federal, em Segunda Turma, sob a presidência do Senhor Ministro Ricardo Lewandowski, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade de votos, negar provimento ao recurso ordinário, nos termos do voto do Relator. Brasília, 8 de maio de 2012.",1
"Recurso ordinário em habeas corpus. 2. Pedido de progressão para cumprimento de pena em regime semiaberto. Impossibilidade. Paciente que não reúne os requisitos para obtenção do benefício. Prática de falta grave, consistente na fuga do estabelecimento prisional. Ausência do requisito subjetivo. 3. Recurso a que se nega provimento.","Vistos, relatados e discutidos estes autos, acordam os ministros do Supremo Tribunal Federal, em Segunda Turma, sob a presidência do Senhor Ministro Ricardo Lewandowski, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade de votos, negar provimento ao recurso ordinário, nos termos do voto do Relator. Brasília, 16 de outubro de 2012.",1
Recurso ordinário em habeas corpus. 2. Homicídio qualificado praticado por militar da ativa contra militar do Corpo de Bombeiros da ativa. Delito praticado fora do lugar sujeito à administração militar e por motivos pessoais. 3. Competência da Justiça comum. Tribunal do júri. 4. Recurso a que se nega provimento.,"Vistos, relatados e discutidos estes autos, acordam os ministros do Supremo Tribunal Federal, em Segunda Turma, sob a presidência do Senhor Ministro Ayres Britto, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade de votos, negar provimento ao recurso ordinário, nos termos do voto do Relator. Brasília, 10 de abril de 2012.",1
"Embargos de declaração em ação direta de inconstitucionalidade. 2. Ausência de omissão, contradição ou obscuridade no acórdão embargado. 3. Embargos de declaração rejeitados.","Vistos, relatados e discutidos estes autos, acordam os ministros do Supremo Tribunal Federal, em Sessão Plenária, sob a presidência do Senhor Ministro Joaquim Barbosa, vice-presidente, na conformidade da ata do julgamento e das notas taquigráficas, por unanimidade de votos, rejeitar os embargos de declaração, nos termos do voto do Relator. Brasília, 20 de junho de 2012.",1
"EMBARGOS DECLARATÓRIOS – INEXISTÊNCIA DE VÍCIO. Uma vez constatada a inexistência de qualquer dos vícios que respaldam os embargos declaratórios, impõe-se o desprovimento.","Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em desprover os embargos de declaração na ação penal, nos termos do voto do relator e por unanimidade, em sessão presidida pelo Ministro Marco Aurélio, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",1
EMBARGOS DECLARATÓRIOS – SUCESSIVIDADE. Os terceiros embargos declaratórios pressupõem o surgimento de vício quando do julgamento dos segundos.,"Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em não conhecer dos embargos de declaração nos embargos de declaração nos embargos de declaração na extradição, nos termos do voto do relator e por unanimidade, em sessão presidida pelo Ministro Marco Aurélio, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",1
"EMBARGOS DECLARATÓRIOS. Cumpre apreciá-los com espírito de compreensão, porquanto voltados, em última análise, ao aperfeiçoamento da prestação jurisdicional.","Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em dar provimento aos embargos de declaração na extradição, nos termos do voto do relator e por unanimidade, em sessão presidida pelo Ministro Marco Aurélio, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",1
Embargos de declaração em extradição. Omissões. Supostas violações ao devido processo legal pelo Estado requerente. 2. Ausência de designação de tradutor nos procedimentos criminais perante o Estado requerente. Falta de demonstração da necessidade. Réu que era residente no Estado requerente e estava representado por defensor constituído. 3. Negativa de direito ao recurso. Tese analisada na decisão embargada. 4. Embargos de declaração rejeitados.,"Vistos, relatados e discutidos estes autos, acordam os ministros do Supremo Tribunal Federal, em Segunda Turma, sob a presidência do ministro Gilmar Mendes, por unanimidade de votos, de conformidade da ata de julgamento e das notas taquigráficas, rejeitar os embargos de declaração, nos termos do voto do Relator.",1
Embargos de declaração. 2. Direito processual. Considerações em voto-vogal não transcritas no acórdão. Inexistência de direito subjetivo à transcrição. Precedente. 3. Embargos de declaração rejeitados.,"Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Segunda Turma, sob a presidência do Senhor Ministro Edson Fachin, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade de votos, rejeitar os embargos de declaração, nos termos do voto do Relator. Brasília, Sessão Virtual de 9 a 15 de março de 2018. Ministro GILMAR MENDES Relator Documento assinado digitalmente",1
"EMBARGOS DE DECLARAÇÃO EM AÇÃO RESCISÓRIA. DIREITO TRIBUTÁRIO. HONORÁRIOS ADVOCATÍCIOS. SUSPENSÃO DE EXIGIBILIDADE. AUSÊNCIA DE EFEITOS INFRINGENTES. ERRO MATERIAL. 1. Há na decisão embargada apenas inexatidão material, tendo em vista a suspensão da exigibilidade dos honorários advocatícios na parte dispositiva. 2. Embargos declaratórios a que se dá provimento, sem quaisquer efeitos infringentes, para corrigir erro material e infirmar a suspensão da exigibilidade dos honorários advocatícios, assim como a menção à Lei 1.060/50.","Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Sessão Plenária, sob a Presidência do Ministro RICARDO LEWANDOWSKI, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade e nos termos do voto do Relator, em dar provimento aos embargos de declaração, sem quaisquer efeitos infringentes, para corrigir erro material e infirmar a suspensão da exigibilidade dos honorários advocatícios, assim como a menção à Lei nº 1.060/50.",1
